run_index,scenario_seed,policy,total_agvs,north_agvs,south_agvs,west_agvs,east_agvs,shared_area_capacity,completed,total_time,spawn_plan_json,goal_plan_json
44,30044,fcfs,16,3,4,6,3,2,16,58,"{""EAST"": [0, 3, 3], ""NORTH"": [4, 7, 8], ""SOUTH"": [0, 1, 4, 4], ""WEST"": [0, 0, 1, 4, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
44,30044,fixed_heuristic,16,3,4,6,3,2,16,52,"{""EAST"": [0, 3, 3], ""NORTH"": [4, 7, 8], ""SOUTH"": [0, 1, 4, 4], ""WEST"": [0, 0, 1, 4, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
44,30044,bo_heuristic,16,3,4,6,3,2,16,51,"{""EAST"": [0, 3, 3], ""NORTH"": [4, 7, 8], ""SOUTH"": [0, 1, 4, 4], ""WEST"": [0, 0, 1, 4, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
45,30045,fcfs,16,4,5,4,3,2,16,45,"{""EAST"": [1, 2, 2], ""NORTH"": [1, 1, 5, 5], ""SOUTH"": [1, 3, 4, 5, 6], ""WEST"": [1, 5, 6, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
45,30045,fixed_heuristic,16,4,5,4,3,2,16,41,"{""EAST"": [1, 2, 2], ""NORTH"": [1, 1, 5, 5], ""SOUTH"": [1, 3, 4, 5, 6], ""WEST"": [1, 5, 6, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
45,30045,bo_heuristic,16,4,5,4,3,2,16,44,"{""EAST"": [1, 2, 2], ""NORTH"": [1, 1, 5, 5], ""SOUTH"": [1, 3, 4, 5, 6], ""WEST"": [1, 5, 6, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
46,30046,fcfs,16,4,5,3,4,2,16,56,"{""EAST"": [0, 1, 5, 7], ""NORTH"": [1, 2, 3, 8], ""SOUTH"": [0, 5, 8, 8, 8], ""WEST"": [0, 0, 2]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
46,30046,fixed_heuristic,16,4,5,3,4,2,16,50,"{""EAST"": [0, 1, 5, 7], ""NORTH"": [1, 2, 3, 8], ""SOUTH"": [0, 5, 8, 8, 8], ""WEST"": [0, 0, 2]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
46,30046,bo_heuristic,16,4,5,3,4,2,16,50,"{""EAST"": [0, 1, 5, 7], ""NORTH"": [1, 2, 3, 8], ""SOUTH"": [0, 5, 8, 8, 8], ""WEST"": [0, 0, 2]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
47,30047,fcfs,16,4,3,5,4,2,16,60,"{""EAST"": [0, 0, 5, 7], ""NORTH"": [1, 3, 5, 5], ""SOUTH"": [1, 2, 6], ""WEST"": [1, 1, 4, 5, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
47,30047,fixed_heuristic,16,4,3,5,4,2,16,48,"{""EAST"": [0, 0, 5, 7], ""NORTH"": [1, 3, 5, 5], ""SOUTH"": [1, 2, 6], ""WEST"": [1, 1, 4, 5, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
47,30047,bo_heuristic,16,4,3,5,4,2,16,48,"{""EAST"": [0, 0, 5, 7], ""NORTH"": [1, 3, 5, 5], ""SOUTH"": [1, 2, 6], ""WEST"": [1, 1, 4, 5, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
48,30048,fcfs,16,3,6,4,3,2,16,54,"{""EAST"": [3, 3, 6], ""NORTH"": [0, 6, 7], ""SOUTH"": [2, 2, 4, 6, 7, 7], ""WEST"": [0, 1, 2, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
48,30048,fixed_heuristic,16,3,6,4,3,2,16,46,"{""EAST"": [3, 3, 6], ""NORTH"": [0, 6, 7], ""SOUTH"": [2, 2, 4, 6, 7, 7], ""WEST"": [0, 1, 2, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
48,30048,bo_heuristic,16,3,6,4,3,2,16,50,"{""EAST"": [3, 3, 6], ""NORTH"": [0, 6, 7], ""SOUTH"": [2, 2, 4, 6, 7, 7], ""WEST"": [0, 1, 2, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
49,30049,fcfs,16,4,4,5,3,2,16,58,"{""EAST"": [6, 6, 7], ""NORTH"": [1, 4, 6, 8], ""SOUTH"": [1, 6, 6, 7], ""WEST"": [0, 3, 5, 6, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
49,30049,fixed_heuristic,16,4,4,5,3,2,16,55,"{""EAST"": [6, 6, 7], ""NORTH"": [1, 4, 6, 8], ""SOUTH"": [1, 6, 6, 7], ""WEST"": [0, 3, 5, 6, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
49,30049,bo_heuristic,16,4,4,5,3,2,16,55,"{""EAST"": [6, 6, 7], ""NORTH"": [1, 4, 6, 8], ""SOUTH"": [1, 6, 6, 7], ""WEST"": [0, 3, 5, 6, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
50,30050,fcfs,16,3,5,3,5,2,16,53,"{""EAST"": [4, 4, 5, 5, 7], ""NORTH"": [0, 1, 6], ""SOUTH"": [0, 2, 4, 5, 8], ""WEST"": [3, 5, 8]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
50,30050,fixed_heuristic,16,3,5,3,5,2,16,50,"{""EAST"": [4, 4, 5, 5, 7], ""NORTH"": [0, 1, 6], ""SOUTH"": [0, 2, 4, 5, 8], ""WEST"": [3, 5, 8]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
50,30050,bo_heuristic,16,3,5,3,5,2,16,49,"{""EAST"": [4, 4, 5, 5, 7], ""NORTH"": [0, 1, 6], ""SOUTH"": [0, 2, 4, 5, 8], ""WEST"": [3, 5, 8]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
51,30051,fcfs,16,4,5,5,2,2,16,54,"{""EAST"": [7, 7], ""NORTH"": [0, 1, 2, 6], ""SOUTH"": [2, 3, 5, 6, 7], ""WEST"": [1, 3, 4, 6, 7]}","{""EAST"": [""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
51,30051,fixed_heuristic,16,4,5,5,2,2,16,55,"{""EAST"": [7, 7], ""NORTH"": [0, 1, 2, 6], ""SOUTH"": [2, 3, 5, 6, 7], ""WEST"": [1, 3, 4, 6, 7]}","{""EAST"": [""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
51,30051,bo_heuristic,16,4,5,5,2,2,16,53,"{""EAST"": [7, 7], ""NORTH"": [0, 1, 2, 6], ""SOUTH"": [2, 3, 5, 6, 7], ""WEST"": [1, 3, 4, 6, 7]}","{""EAST"": [""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
52,30052,fcfs,16,2,6,6,2,2,16,52,"{""EAST"": [1, 3], ""NORTH"": [1, 3], ""SOUTH"": [2, 4, 5, 6, 6, 7], ""WEST"": [4, 4, 5, 5, 7, 8]}","{""EAST"": [""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
52,30052,fixed_heuristic,16,2,6,6,2,2,16,52,"{""EAST"": [1, 3], ""NORTH"": [1, 3], ""SOUTH"": [2, 4, 5, 6, 6, 7], ""WEST"": [4, 4, 5, 5, 7, 8]}","{""EAST"": [""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
52,30052,bo_heuristic,16,2,6,6,2,2,16,50,"{""EAST"": [1, 3], ""NORTH"": [1, 3], ""SOUTH"": [2, 4, 5, 6, 6, 7], ""WEST"": [4, 4, 5, 5, 7, 8]}","{""EAST"": [""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
53,30053,fcfs,16,5,4,3,4,2,16,52,"{""EAST"": [5, 8, 8, 8], ""NORTH"": [0, 2, 3, 3, 4], ""SOUTH"": [4, 5, 7, 8], ""WEST"": [1, 4, 4]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
53,30053,fixed_heuristic,16,5,4,3,4,2,16,52,"{""EAST"": [5, 8, 8, 8], ""NORTH"": [0, 2, 3, 3, 4], ""SOUTH"": [4, 5, 7, 8], ""WEST"": [1, 4, 4]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
53,30053,bo_heuristic,16,5,4,3,4,2,16,51,"{""EAST"": [5, 8, 8, 8], ""NORTH"": [0, 2, 3, 3, 4], ""SOUTH"": [4, 5, 7, 8], ""WEST"": [1, 4, 4]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
54,30054,fcfs,16,5,4,4,3,2,16,58,"{""EAST"": [0, 4, 8], ""NORTH"": [2, 2, 4, 5, 6], ""SOUTH"": [1, 3, 6, 8], ""WEST"": [1, 1, 4, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
54,30054,fixed_heuristic,16,5,4,4,3,2,16,52,"{""EAST"": [0, 4, 8], ""NORTH"": [2, 2, 4, 5, 6], ""SOUTH"": [1, 3, 6, 8], ""WEST"": [1, 1, 4, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
54,30054,bo_heuristic,16,5,4,4,3,2,16,51,"{""EAST"": [0, 4, 8], ""NORTH"": [2, 2, 4, 5, 6], ""SOUTH"": [1, 3, 6, 8], ""WEST"": [1, 1, 4, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
55,30055,fcfs,16,6,4,3,3,2,16,61,"{""EAST"": [2, 6, 7], ""NORTH"": [0, 4, 6, 6, 6, 8], ""SOUTH"": [2, 3, 5, 8], ""WEST"": [1, 4, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
55,30055,fixed_heuristic,16,6,4,3,3,2,16,54,"{""EAST"": [2, 6, 7], ""NORTH"": [0, 4, 6, 6, 6, 8], ""SOUTH"": [2, 3, 5, 8], ""WEST"": [1, 4, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
55,30055,bo_heuristic,16,6,4,3,3,2,16,51,"{""EAST"": [2, 6, 7], ""NORTH"": [0, 4, 6, 6, 6, 8], ""SOUTH"": [2, 3, 5, 8], ""WEST"": [1, 4, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
56,30056,fcfs,16,5,2,6,3,2,16,58,"{""EAST"": [0, 3, 8], ""NORTH"": [2, 2, 5, 6, 8], ""SOUTH"": [2, 5], ""WEST"": [0, 4, 5, 5, 6, 6]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
56,30056,fixed_heuristic,16,5,2,6,3,2,16,49,"{""EAST"": [0, 3, 8], ""NORTH"": [2, 2, 5, 6, 8], ""SOUTH"": [2, 5], ""WEST"": [0, 4, 5, 5, 6, 6]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
56,30056,bo_heuristic,16,5,2,6,3,2,16,49,"{""EAST"": [0, 3, 8], ""NORTH"": [2, 2, 5, 6, 8], ""SOUTH"": [2, 5], ""WEST"": [0, 4, 5, 5, 6, 6]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
57,30057,fcfs,16,2,3,6,5,2,16,56,"{""EAST"": [0, 5, 6, 7, 7], ""NORTH"": [3, 4], ""SOUTH"": [1, 3, 8], ""WEST"": [0, 1, 1, 3, 5, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
57,30057,fixed_heuristic,16,2,3,6,5,2,16,43,"{""EAST"": [0, 5, 6, 7, 7], ""NORTH"": [3, 4], ""SOUTH"": [1, 3, 8], ""WEST"": [0, 1, 1, 3, 5, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
57,30057,bo_heuristic,16,2,3,6,5,2,16,43,"{""EAST"": [0, 5, 6, 7, 7], ""NORTH"": [3, 4], ""SOUTH"": [1, 3, 8], ""WEST"": [0, 1, 1, 3, 5, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
58,30058,fcfs,16,6,5,2,3,2,16,52,"{""EAST"": [0, 5, 5], ""NORTH"": [0, 2, 4, 4, 7, 8], ""SOUTH"": [0, 2, 4, 4, 5], ""WEST"": [2, 7]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
58,30058,fixed_heuristic,16,6,5,2,3,2,16,47,"{""EAST"": [0, 5, 5], ""NORTH"": [0, 2, 4, 4, 7, 8], ""SOUTH"": [0, 2, 4, 4, 5], ""WEST"": [2, 7]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
58,30058,bo_heuristic,16,6,5,2,3,2,16,47,"{""EAST"": [0, 5, 5], ""NORTH"": [0, 2, 4, 4, 7, 8], ""SOUTH"": [0, 2, 4, 4, 5], ""WEST"": [2, 7]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
