run_index,scenario_seed,policy,total_agvs,north_agvs,south_agvs,west_agvs,east_agvs,shared_area_capacity,completed,total_time,spawn_plan_json,goal_plan_json
14,30014,fcfs,16,2,4,4,6,2,16,59,"{""EAST"": [0, 1, 1, 3, 3, 4], ""NORTH"": [2, 3], ""SOUTH"": [1, 1, 4, 8], ""WEST"": [1, 1, 5, 6]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
14,30014,fixed_heuristic,16,2,4,4,6,2,16,51,"{""EAST"": [0, 1, 1, 3, 3, 4], ""NORTH"": [2, 3], ""SOUTH"": [1, 1, 4, 8], ""WEST"": [1, 1, 5, 6]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
14,30014,bo_heuristic,16,2,4,4,6,2,16,51,"{""EAST"": [0, 1, 1, 3, 3, 4], ""NORTH"": [2, 3], ""SOUTH"": [1, 1, 4, 8], ""WEST"": [1, 1, 5, 6]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
15,30015,fcfs,16,4,4,4,4,2,16,56,"{""EAST"": [3, 5, 6, 7], ""NORTH"": [3, 4, 7, 8], ""SOUTH"": [1, 1, 5, 5], ""WEST"": [0, 1, 3, 4]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
15,30015,fixed_heuristic,16,4,4,4,4,2,16,48,"{""EAST"": [3, 5, 6, 7], ""NORTH"": [3, 4, 7, 8], ""SOUTH"": [1, 1, 5, 5], ""WEST"": [0, 1, 3, 4]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
15,30015,bo_heuristic,16,4,4,4,4,2,16,47,"{""EAST"": [3, 5, 6, 7], ""NORTH"": [3, 4, 7, 8], ""SOUTH"": [1, 1, 5, 5], ""WEST"": [0, 1, 3, 4]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
16,30016,fcfs,16,4,6,3,3,2,16,53,"{""EAST"": [0, 3, 4], ""NORTH"": [1, 1, 1, 8], ""SOUTH"": [1, 3, 3, 4, 5, 6], ""WEST"": [4, 6, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
16,30016,fixed_heuristic,16,4,6,3,3,2,16,50,"{""EAST"": [0, 3, 4], ""NORTH"": [1, 1, 1, 8], ""SOUTH"": [1, 3, 3, 4, 5, 6], ""WEST"": [4, 6, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
16,30016,bo_heuristic,16,4,6,3,3,2,16,50,"{""EAST"": [0, 3, 4], ""NORTH"": [1, 1, 1, 8], ""SOUTH"": [1, 3, 3, 4, 5, 6], ""WEST"": [4, 6, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
17,30017,fcfs,16,4,4,2,6,2,16,55,"{""EAST"": [3, 4, 7, 8, 8, 8], ""NORTH"": [4, 5, 6, 8], ""SOUTH"": [1, 4, 4, 5], ""WEST"": [1, 5]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT""]}"
17,30017,fixed_heuristic,16,4,4,2,6,2,16,51,"{""EAST"": [3, 4, 7, 8, 8, 8], ""NORTH"": [4, 5, 6, 8], ""SOUTH"": [1, 4, 4, 5], ""WEST"": [1, 5]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT""]}"
17,30017,bo_heuristic,16,4,4,2,6,2,16,47,"{""EAST"": [3, 4, 7, 8, 8, 8], ""NORTH"": [4, 5, 6, 8], ""SOUTH"": [1, 4, 4, 5], ""WEST"": [1, 5]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT""]}"
18,30018,fcfs,16,4,3,5,4,2,16,54,"{""EAST"": [0, 2, 5, 7], ""NORTH"": [2, 4, 5, 6], ""SOUTH"": [1, 3, 5], ""WEST"": [2, 4, 4, 5, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
18,30018,fixed_heuristic,16,4,3,5,4,2,16,47,"{""EAST"": [0, 2, 5, 7], ""NORTH"": [2, 4, 5, 6], ""SOUTH"": [1, 3, 5], ""WEST"": [2, 4, 4, 5, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
18,30018,bo_heuristic,16,4,3,5,4,2,16,45,"{""EAST"": [0, 2, 5, 7], ""NORTH"": [2, 4, 5, 6], ""SOUTH"": [1, 3, 5], ""WEST"": [2, 4, 4, 5, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
19,30019,fcfs,16,6,3,4,3,2,16,57,"{""EAST"": [0, 5, 5], ""NORTH"": [0, 3, 4, 5, 7, 8], ""SOUTH"": [0, 1, 4], ""WEST"": [3, 3, 5, 6]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
19,30019,fixed_heuristic,16,6,3,4,3,2,16,53,"{""EAST"": [0, 5, 5], ""NORTH"": [0, 3, 4, 5, 7, 8], ""SOUTH"": [0, 1, 4], ""WEST"": [3, 3, 5, 6]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
19,30019,bo_heuristic,16,6,3,4,3,2,16,56,"{""EAST"": [0, 5, 5], ""NORTH"": [0, 3, 4, 5, 7, 8], ""SOUTH"": [0, 1, 4], ""WEST"": [3, 3, 5, 6]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
20,30020,fcfs,16,3,5,5,3,2,16,50,"{""EAST"": [4, 5, 6], ""NORTH"": [0, 5, 6], ""SOUTH"": [5, 6, 8, 8, 8], ""WEST"": [3, 3, 6, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
20,30020,fixed_heuristic,16,3,5,5,3,2,16,52,"{""EAST"": [4, 5, 6], ""NORTH"": [0, 5, 6], ""SOUTH"": [5, 6, 8, 8, 8], ""WEST"": [3, 3, 6, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
20,30020,bo_heuristic,16,3,5,5,3,2,16,52,"{""EAST"": [4, 5, 6], ""NORTH"": [0, 5, 6], ""SOUTH"": [5, 6, 8, 8, 8], ""WEST"": [3, 3, 6, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
21,30021,fcfs,16,4,5,3,4,2,16,63,"{""EAST"": [4, 5, 6, 7], ""NORTH"": [1, 4, 5, 8], ""SOUTH"": [0, 2, 2, 3, 3], ""WEST"": [3, 5, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
21,30021,fixed_heuristic,16,4,5,3,4,2,16,58,"{""EAST"": [4, 5, 6, 7], ""NORTH"": [1, 4, 5, 8], ""SOUTH"": [0, 2, 2, 3, 3], ""WEST"": [3, 5, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
21,30021,bo_heuristic,16,4,5,3,4,2,16,57,"{""EAST"": [4, 5, 6, 7], ""NORTH"": [1, 4, 5, 8], ""SOUTH"": [0, 2, 2, 3, 3], ""WEST"": [3, 5, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
22,30022,fcfs,16,4,3,6,3,2,16,69,"{""EAST"": [6, 6, 7], ""NORTH"": [0, 2, 3, 3], ""SOUTH"": [0, 4, 7], ""WEST"": [4, 5, 6, 7, 7, 8]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
22,30022,fixed_heuristic,16,4,3,6,3,2,16,59,"{""EAST"": [6, 6, 7], ""NORTH"": [0, 2, 3, 3], ""SOUTH"": [0, 4, 7], ""WEST"": [4, 5, 6, 7, 7, 8]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
22,30022,bo_heuristic,16,4,3,6,3,2,16,59,"{""EAST"": [6, 6, 7], ""NORTH"": [0, 2, 3, 3], ""SOUTH"": [0, 4, 7], ""WEST"": [4, 5, 6, 7, 7, 8]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
23,30023,fcfs,16,5,3,4,4,2,16,47,"{""EAST"": [4, 5, 6, 7], ""NORTH"": [0, 1, 6, 6, 8], ""SOUTH"": [3, 5, 7], ""WEST"": [1, 5, 6, 6]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
23,30023,fixed_heuristic,16,5,3,4,4,2,16,44,"{""EAST"": [4, 5, 6, 7], ""NORTH"": [0, 1, 6, 6, 8], ""SOUTH"": [3, 5, 7], ""WEST"": [1, 5, 6, 6]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
23,30023,bo_heuristic,16,5,3,4,4,2,16,45,"{""EAST"": [4, 5, 6, 7], ""NORTH"": [0, 1, 6, 6, 8], ""SOUTH"": [3, 5, 7], ""WEST"": [1, 5, 6, 6]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
24,30024,fcfs,16,5,3,4,4,2,16,64,"{""EAST"": [3, 5, 6, 8], ""NORTH"": [0, 1, 3, 5, 7], ""SOUTH"": [2, 3, 5], ""WEST"": [1, 5, 5, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
24,30024,fixed_heuristic,16,5,3,4,4,2,16,55,"{""EAST"": [3, 5, 6, 8], ""NORTH"": [0, 1, 3, 5, 7], ""SOUTH"": [2, 3, 5], ""WEST"": [1, 5, 5, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
24,30024,bo_heuristic,16,5,3,4,4,2,16,54,"{""EAST"": [3, 5, 6, 8], ""NORTH"": [0, 1, 3, 5, 7], ""SOUTH"": [2, 3, 5], ""WEST"": [1, 5, 5, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
25,30025,fcfs,16,4,5,4,3,2,16,45,"{""EAST"": [2, 8, 8], ""NORTH"": [0, 3, 7, 8], ""SOUTH"": [0, 5, 5, 7, 8], ""WEST"": [2, 2, 4, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
25,30025,fixed_heuristic,16,4,5,4,3,2,16,43,"{""EAST"": [2, 8, 8], ""NORTH"": [0, 3, 7, 8], ""SOUTH"": [0, 5, 5, 7, 8], ""WEST"": [2, 2, 4, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
25,30025,bo_heuristic,16,4,5,4,3,2,16,42,"{""EAST"": [2, 8, 8], ""NORTH"": [0, 3, 7, 8], ""SOUTH"": [0, 5, 5, 7, 8], ""WEST"": [2, 2, 4, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
26,30026,fcfs,16,3,6,4,3,2,16,50,"{""EAST"": [0, 0, 3], ""NORTH"": [1, 8, 8], ""SOUTH"": [0, 0, 4, 6, 6, 8], ""WEST"": [2, 2, 6, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
26,30026,fixed_heuristic,16,3,6,4,3,2,16,49,"{""EAST"": [0, 0, 3], ""NORTH"": [1, 8, 8], ""SOUTH"": [0, 0, 4, 6, 6, 8], ""WEST"": [2, 2, 6, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
26,30026,bo_heuristic,16,3,6,4,3,2,16,49,"{""EAST"": [0, 0, 3], ""NORTH"": [1, 8, 8], ""SOUTH"": [0, 0, 4, 6, 6, 8], ""WEST"": [2, 2, 6, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
27,30027,fcfs,16,6,5,2,3,2,16,61,"{""EAST"": [3, 3, 5], ""NORTH"": [0, 0, 1, 4, 4, 7], ""SOUTH"": [2, 3, 4, 4, 6], ""WEST"": [1, 6]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
27,30027,fixed_heuristic,16,6,5,2,3,2,16,53,"{""EAST"": [3, 3, 5], ""NORTH"": [0, 0, 1, 4, 4, 7], ""SOUTH"": [2, 3, 4, 4, 6], ""WEST"": [1, 6]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
27,30027,bo_heuristic,16,6,5,2,3,2,16,54,"{""EAST"": [3, 3, 5], ""NORTH"": [0, 0, 1, 4, 4, 7], ""SOUTH"": [2, 3, 4, 4, 6], ""WEST"": [1, 6]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
28,30028,fcfs,16,5,4,4,3,2,16,54,"{""EAST"": [6, 8, 8], ""NORTH"": [0, 0, 1, 1, 3], ""SOUTH"": [0, 2, 5, 6], ""WEST"": [1, 1, 6, 6]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
28,30028,fixed_heuristic,16,5,4,4,3,2,16,52,"{""EAST"": [6, 8, 8], ""NORTH"": [0, 0, 1, 1, 3], ""SOUTH"": [0, 2, 5, 6], ""WEST"": [1, 1, 6, 6]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
28,30028,bo_heuristic,16,5,4,4,3,2,16,52,"{""EAST"": [6, 8, 8], ""NORTH"": [0, 0, 1, 1, 3], ""SOUTH"": [0, 2, 5, 6], ""WEST"": [1, 1, 6, 6]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
