feature,weight,overall_avg_total_time,case_1_avg_total_time,case_2_avg_total_time,case_3_avg_total_time,case_4_avg_total_time,best_so_far_avg_total_time,weights_json
maneuver,-5.25,58.545,53.6,53.62,67.18,59.78,58.545,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -5.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-5.0,58.545,53.6,53.62,67.18,59.78,58.545,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -5.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-4.75,58.545,53.6,53.62,67.18,59.78,58.545,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -4.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-4.5,58.54,53.6,53.6,67.18,59.78,58.54,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -4.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-4.25,58.545,53.6,53.6,67.2,59.78,58.54,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -4.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-4.0,58.535,53.6,53.57,67.22,59.75,58.535,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -4.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-3.75,58.535,53.6,53.57,67.22,59.75,58.535,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -3.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-3.5,58.53,53.6,53.58,67.19,59.75,58.53,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -3.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-3.25,58.525,53.47,53.59,67.31,59.73,58.525,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -3.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-3.0,58.5225,53.45,53.58,67.33,59.73,58.5225,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -3.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-2.75,58.53,53.46,53.57,67.33,59.76,58.5225,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -2.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-2.5,58.55,53.48,53.57,67.34,59.81,58.5225,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -2.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-2.25,58.5275,53.48,53.55,67.35,59.73,58.5225,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -2.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-2.0,58.5325,53.65,53.54,67.35,59.59,58.5225,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -2.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-1.75,58.43,53.68,53.58,67.35,59.11,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -1.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-1.5,58.475,53.7,53.68,67.48,59.04,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -1.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-1.25,58.5,53.72,53.88,67.59,58.81,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -1.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-1.0,58.4875,53.71,53.93,67.72,58.59,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-0.75,58.47,53.88,53.87,67.91,58.22,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -0.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-0.5,58.4425,53.85,53.88,68.13,57.91,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -0.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,-0.25,58.43,53.86,53.92,68.01,57.93,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": -0.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,0.0,58.4675,53.96,53.92,67.91,58.08,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 0.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,0.25,58.56,54.07,54.01,67.96,58.2,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 0.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,0.5,58.6175,54.31,54.03,67.86,58.27,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 0.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,0.75,58.695,54.33,54.14,67.7,58.61,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 0.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,1.0,58.8725,54.52,54.22,67.61,59.14,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,1.25,59.3525,54.69,54.76,67.94,60.02,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,1.5,59.8825,55.49,55.47,67.98,60.59,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,1.75,60.3175,56.21,56.03,67.87,61.16,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,2.0,60.5275,56.69,56.14,67.99,61.29,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 2.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,2.25,60.615,56.88,56.58,67.52,61.48,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 2.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,2.5,60.6525,56.99,56.55,67.55,61.52,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 2.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,2.75,60.7225,57.03,56.67,67.53,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 2.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,3.0,60.72,57.07,56.62,67.53,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 3.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,3.25,60.755,57.15,56.67,67.54,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 3.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,3.5,60.7425,57.12,56.67,67.52,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 3.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,3.75,60.7425,57.12,56.67,67.52,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 3.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,4.0,60.745,57.12,56.67,67.53,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 4.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,4.25,60.755,57.12,56.71,67.53,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 4.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,4.5,60.745,57.11,56.71,67.5,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 4.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,4.75,60.745,57.11,56.71,67.5,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 4.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,5.0,60.745,57.11,56.71,67.5,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 5.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,5.25,60.745,57.11,56.71,67.5,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 5.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,5.5,60.745,57.11,56.71,67.5,61.66,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 5.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,5.75,60.7475,57.11,56.71,67.5,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 5.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,6.0,60.7475,57.11,56.71,67.5,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 6.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,6.25,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 6.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,6.5,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 6.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,6.75,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 6.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,7.0,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 7.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,7.25,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 7.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,7.5,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 7.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,7.75,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 7.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,8.0,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 8.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,8.25,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 8.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,8.5,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 8.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,8.75,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 8.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,9.0,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 9.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,9.25,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 9.25, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,9.5,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 9.5, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,9.75,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 9.75, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
maneuver,10.0,60.7375,57.1,56.71,67.47,61.67,58.43,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 10.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-10.0,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -10.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-9.75,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -9.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-9.5,58.9925,54.54,54.61,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -9.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-9.25,58.9925,54.54,54.61,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -9.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-9.0,58.9925,54.54,54.61,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -9.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-8.75,58.9925,54.54,54.61,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -8.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-8.5,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -8.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-8.25,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -8.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-8.0,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -8.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-7.75,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -7.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-7.5,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -7.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-7.25,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -7.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-7.0,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -7.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-6.75,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -6.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-6.5,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -6.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-6.25,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -6.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-6.0,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -6.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-5.75,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -5.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-5.5,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -5.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-5.25,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -5.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-5.0,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -5.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-4.75,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -4.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-4.5,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -4.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-4.25,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -4.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-4.0,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -4.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-3.75,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -3.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-3.5,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -3.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-3.25,58.985,54.52,54.59,66.97,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -3.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-3.0,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -3.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-2.75,58.9825,54.52,54.59,66.96,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -2.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-2.5,58.9975,54.53,54.61,66.99,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -2.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-2.25,58.9975,54.53,54.61,66.99,59.86,58.9825,"{""approach_queue"": 1.0, ""exit_competition"": -2.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-2.0,58.9375,54.48,54.42,66.99,59.86,58.9375,"{""approach_queue"": 1.0, ""exit_competition"": -2.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-1.75,58.9,54.48,54.38,66.9,59.84,58.9,"{""approach_queue"": 1.0, ""exit_competition"": -1.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-1.5,58.9025,54.44,54.28,67.02,59.87,58.9,"{""approach_queue"": 1.0, ""exit_competition"": -1.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-1.25,58.8775,54.45,54.29,67.02,59.75,58.8775,"{""approach_queue"": 1.0, ""exit_competition"": -1.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-1.0,58.8625,54.39,54.27,67.27,59.52,58.8625,"{""approach_queue"": 1.0, ""exit_competition"": -1.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-0.75,58.8125,54.44,54.17,67.43,59.21,58.8125,"{""approach_queue"": 1.0, ""exit_competition"": -0.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-0.5,58.78,54.43,54.14,67.41,59.14,58.78,"{""approach_queue"": 1.0, ""exit_competition"": -0.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,-0.25,58.7525,54.35,54.06,67.47,59.13,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": -0.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
