feature,weight,overall_avg_total_time,case_1_avg_total_time,case_2_avg_total_time,case_3_avg_total_time,case_4_avg_total_time,best_so_far_avg_total_time,weights_json
exit_competition,0.0,58.82,54.44,54.16,67.61,59.07,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 0.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,0.25,58.8975,54.45,54.25,67.78,59.11,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 0.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,0.5,58.91,54.52,54.23,67.73,59.16,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 0.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,0.75,58.93,54.68,54.23,67.65,59.16,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 0.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,1.0,58.8725,54.52,54.22,67.61,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,1.25,58.8825,54.53,54.26,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 1.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,1.5,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 1.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,1.75,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 1.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,2.0,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 2.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,2.25,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 2.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,2.5,58.9,54.56,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 2.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,2.75,58.9,54.56,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 2.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,3.0,58.9,54.56,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 3.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,3.25,58.9,54.56,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 3.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,3.5,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 3.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,3.75,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 3.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,4.0,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 4.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,4.25,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 4.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,4.5,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 4.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,4.75,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 4.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,5.0,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 5.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,5.25,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 5.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,5.5,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 5.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,5.75,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 5.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,6.0,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 6.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,6.25,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 6.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,6.5,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 6.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,6.75,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 6.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,7.0,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 7.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,7.25,58.8925,54.53,54.3,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 7.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,7.5,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 7.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,7.75,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 7.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,8.0,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 8.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,8.25,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 8.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,8.5,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 8.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,8.75,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 8.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,9.0,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 9.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,9.25,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 9.25, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,9.5,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 9.5, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,9.75,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 9.75, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
exit_competition,10.0,58.8875,54.53,54.28,67.6,59.14,58.7525,"{""approach_queue"": 1.0, ""exit_competition"": 10.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-10.0,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -10.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-9.75,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -9.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-9.5,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -9.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-9.25,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -9.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-9.0,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -9.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-8.75,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -8.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-8.5,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -8.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-8.25,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -8.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-8.0,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -8.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-7.75,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -7.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-7.5,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -7.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-7.25,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -7.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-7.0,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -7.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-6.75,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -6.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-6.5,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -6.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-6.25,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -6.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-6.0,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -6.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-5.75,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -5.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-5.5,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -5.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-5.25,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -5.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-5.0,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -5.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-4.75,59.6875,55.88,55.67,67.49,59.71,59.6875,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -4.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-4.5,59.685,55.88,55.67,67.49,59.7,59.685,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -4.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-4.25,59.6775,55.88,55.67,67.49,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -4.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-4.0,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -4.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-3.75,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -3.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-3.5,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -3.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-3.25,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -3.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-3.0,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -3.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-2.75,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -2.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-2.5,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -2.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-2.25,59.68,55.88,55.67,67.5,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -2.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-2.0,59.6775,55.9,55.65,67.49,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -2.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-1.75,59.685,55.93,55.65,67.49,59.67,59.6775,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -1.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-1.5,59.665,55.95,55.59,67.46,59.66,59.665,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -1.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-1.25,59.6575,55.95,55.55,67.46,59.67,59.6575,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -1.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-1.0,59.485,55.62,55.3,67.41,59.61,59.485,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-0.75,59.485,55.62,55.35,67.53,59.44,59.485,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -0.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-0.5,59.4425,55.54,55.26,67.53,59.44,59.4425,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -0.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,-0.25,59.44,55.56,55.25,67.51,59.44,59.44,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": -0.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,0.0,59.0575,54.75,54.55,67.67,59.26,59.0575,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 0.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,0.25,59.0275,54.63,54.57,67.71,59.2,59.0275,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 0.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,0.5,59.015,54.63,54.44,67.8,59.19,59.015,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 0.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,0.75,58.9925,54.61,54.4,67.79,59.17,58.9925,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 0.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,1.0,58.8725,54.52,54.22,67.61,59.14,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 1.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,1.25,58.925,54.57,54.32,67.67,59.14,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 1.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,1.5,58.9125,54.63,54.22,67.83,58.97,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 1.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,1.75,58.9025,54.55,54.27,67.88,58.91,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 1.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,2.0,58.92,54.54,54.3,67.91,58.93,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 2.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,2.25,58.96,54.56,54.32,68.02,58.94,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 2.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,2.5,58.945,54.45,54.3,68.15,58.88,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 2.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,2.75,58.93,54.36,54.28,68.2,58.88,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 2.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,3.0,58.9575,54.36,54.32,68.27,58.88,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 3.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,3.25,59.065,54.58,54.3,68.44,58.94,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 3.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,3.5,59.0475,54.54,54.27,68.44,58.94,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 3.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,3.75,59.0825,54.59,54.36,68.44,58.94,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 3.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,4.0,59.08,54.55,54.4,68.46,58.91,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 4.0, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,4.25,59.1575,54.7,54.5,68.51,58.92,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 4.25, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,4.5,59.19,54.85,54.48,68.51,58.92,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 4.5, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
path_conflict,4.75,59.185,54.83,54.6,68.52,58.79,58.8725,"{""approach_queue"": 1.0, ""exit_competition"": 1.0, ""maneuver"": 1.0, ""path_conflict"": 4.75, ""remaining_path"": 0.0, ""same_direction_backlog"": 0.0, ""waiting"": 1.0}"
