num_robots,Favg_rule_mean,Favg_fsd_mean,Favg_delta_fsd_minus_rule,Favg_pct_change_fsd_vs_rule,Fmax_rule_mean,Fmax_fsd_mean,Fmax_delta_fsd_minus_rule,Fmax_pct_change_fsd_vs_rule,Throughput_rule_mean,Throughput_fsd_mean,Throughput_delta_fsd_minus_rule,Throughput_pct_change_fsd_vs_rule,BlockingTime_rule_mean,BlockingTime_fsd_mean,BlockingTime_delta_fsd_minus_rule,BlockingTime_pct_change_fsd_vs_rule,AvgQueueLength_rule_mean,AvgQueueLength_fsd_mean,AvgQueueLength_delta_fsd_minus_rule,AvgQueueLength_pct_change_fsd_vs_rule,DeadlockCount_rule_mean,DeadlockCount_fsd_mean,DeadlockCount_delta_fsd_minus_rule,DeadlockCount_pct_change_fsd_vs_rule,TriggerCount_rule_mean,TriggerCount_fsd_mean,TriggerCount_delta_fsd_minus_rule,TriggerCount_pct_change_fsd_vs_rule,RerouteCount_rule_mean,RerouteCount_fsd_mean,RerouteCount_delta_fsd_minus_rule,RerouteCount_pct_change_fsd_vs_rule
3,52.4776553565157,117.1678083203555,64.69015296383981,123.27180496986094,202.23333333333332,234.61666666666667,32.383333333333354,16.012856436459547,39.016666666666666,37.61666666666667,-1.3999999999999986,-3.5882101665954687,206.21666666666667,44.983333333333334,-161.23333333333335,-78.18637355532208,12.5236,14.1784,1.6547999999999998,13.213453000734612,0.3,0.0,-0.3,-100.0,0.0,21.016666666666666,21.016666666666666,,28.733333333333334,0.03333333333333333,-28.7,-99.88399071925754
4,50.48265334189745,90.69269486977326,40.21004152787581,79.65120465350815,181.3,184.86666666666667,3.566666666666663,1.9672733958448223,41.266666666666666,45.15,3.883333333333333,9.41033925686591,343.65,82.63333333333334,-261.01666666666665,-75.95421698433483,10.536833333333334,10.026366666666666,-0.5104666666666677,-4.844592777716275,2.466666666666667,0.0,-2.466666666666667,-100.0,0.0,38.63333333333333,38.63333333333333,,37.96666666666667,0.03333333333333333,-37.93333333333334,-99.91220368744514
5,49.696645516911744,75.12510975138225,25.42846423447051,51.167365462961115,172.63333333333333,164.81666666666666,-7.816666666666663,-4.527901139216063,46.9,49.13333333333333,2.2333333333333343,4.761904761904764,408.4166666666667,134.55,-273.8666666666667,-67.05570291777188,7.7828,7.4446666666666665,-0.3381333333333334,-4.344623186171216,1.2833333333333334,0.0,-1.2833333333333334,-100.0,0.0,61.81666666666667,61.81666666666667,,49.666666666666664,0.36666666666666664,-49.3,-99.26174496644296
