seed,policy_type,num_robots,num_aisles,capacity,arrival_rate,Favg,Fmax,Throughput,BlockingTime,AvgQueueLength,DeadlockCount,TriggerCount,RerouteCount,CollisionAttempts,ForcedRelocationCount,RobotUtilization,AverageTravelDistance,Zone0AvgQueueLength,Zone1AvgQueueLength,Zone2AvgQueueLength,Zone3AvgQueueLength,Zone4AvgQueueLength
2,fsd,3,12,small,medium,81.3125,242.0,32.0,254.0,10.536,0.0,127.0,0.0,128,0,0.972,401.3333333333333,1.924,3.53,5.082,,
2,rule_based,3,12,small,high,52.40298507462686,290.0,67.0,148.0,15.52,0.0,0.0,20.0,73,0,0.984,442.6666666666667,2.52,9.566,3.434,,
2,fsd,3,12,small,high,113.36842105263158,243.0,57.0,43.0,19.512,0.0,21.0,0.0,26,0,0.984,477.6666666666667,3.48,13.248,2.784,,
2,rule_based,3,12,large,low,39.470588235294116,154.0,34.0,48.0,0.954,1.0,0.0,5.0,23,1,0.8833333333333333,422.3333333333333,0.586,0.102,0.266,,
2,fsd,3,12,large,low,67.88571428571429,126.0,35.0,24.0,2.526,0.0,10.0,0.0,15,0,0.9473333333333334,465.6666666666667,0.758,0.886,0.882,,
2,rule_based,3,12,large,medium,79.86111111111111,306.0,36.0,113.0,12.242,0.0,0.0,16.0,58,0,0.9693333333333334,447.0,3.966,3.432,4.844,,
2,fsd,3,12,large,medium,135.67741935483872,287.0,31.0,8.0,13.904,0.0,2.0,0.0,6,0,0.9693333333333334,482.0,3.138,4.39,6.376,,
2,rule_based,3,12,large,high,44.625,147.0,32.0,704.0,30.782,0.0,0.0,70.0,352,0,0.9813333333333333,256.0,3.61,19.41,7.762,,
2,fsd,3,12,large,high,177.85714285714286,332.0,35.0,25.0,31.326,0.0,11.0,0.0,16,0,0.9813333333333333,482.3333333333333,4.6,19.326,7.4,,
2,rule_based,4,6,small,low,28.10810810810811,59.0,37.0,144.0,0.024,0.0,0.0,20.0,68,0,0.6,264.0,0.0,0.016,0.008,0.0,
2,fsd,4,6,small,low,28.333333333333332,54.0,30.0,277.0,0.858,0.0,138.0,0.0,139,0,0.7115,286.5,0.624,0.032,0.202,0.0,
2,rule_based,4,6,small,medium,47.48936170212766,284.0,47.0,727.0,4.648,38.0,0.0,10.0,365,0,0.962,299.0,1.68,0.912,1.278,0.778,
2,fsd,4,6,small,medium,61.24074074074074,139.0,54.0,121.0,3.566,0.0,55.0,0.0,74,0,0.968,453.75,0.508,0.432,1.598,1.028,
2,rule_based,4,6,small,high,43.93333333333333,263.0,75.0,297.0,10.772,0.0,0.0,43.0,149,0,0.9845,418.0,1.68,2.48,6.272,0.34,
2,fsd,4,6,small,high,126.39682539682539,241.0,63.0,212.0,19.278,0.0,96.0,0.0,122,0,0.9845,439.25,2.976,4.028,10.68,1.594,
2,rule_based,4,6,large,low,44.24324324324324,74.0,37.0,164.0,0.218,1.0,0.0,18.0,76,1,0.868,391.75,0.038,0.074,0.082,0.024,
2,fsd,4,6,large,low,51.68421052631579,82.0,38.0,77.0,0.504,0.0,36.0,0.0,45,0,0.9335,447.5,0.142,0.166,0.184,0.012,
2,rule_based,4,6,large,medium,96.0,346.0,29.0,517.0,14.846,1.0,0.0,65.0,264,1,0.967,354.25,4.18,1.06,7.9,1.706,
2,fsd,4,6,large,medium,109.47368421052632,228.0,38.0,62.0,9.9,0.0,30.0,0.0,33,0,0.967,468.0,2.312,0.506,5.812,1.27,
2,rule_based,4,6,large,high,37.88,127.0,25.0,758.0,28.682,13.0,0.0,58.0,379,13,0.983,302.0,3.394,7.44,15.144,2.704,
2,fsd,4,6,large,high,130.2888888888889,348.0,45.0,104.0,24.204,0.0,50.0,0.0,60,0,0.983,465.5,3.508,5.888,12.864,1.944,
2,rule_based,4,12,small,low,27.333333333333332,51.0,39.0,35.0,0.0,0.0,0.0,5.0,19,0,0.569,275.75,0.0,0.0,0.0,0.0,
2,fsd,4,12,small,low,29.463414634146343,53.0,41.0,29.0,0.002,0.0,14.0,0.0,18,0,0.612,298.75,0.0,0.002,0.0,0.0,
2,rule_based,4,12,small,medium,34.01754385964912,66.0,57.0,36.0,0.63,0.0,0.0,5.0,18,0,0.908,445.0,0.144,0.104,0.148,0.234,
2,fsd,4,12,small,medium,43.89090909090909,86.0,55.0,68.0,1.5,0.0,31.0,0.0,42,0,0.96,463.0,0.346,0.17,0.31,0.674,
2,rule_based,4,12,small,high,28.575757575757574,85.0,33.0,948.0,21.524,17.0,0.0,46.0,493,17,0.978,252.0,3.536,4.51,8.908,4.57,
2,fsd,4,12,small,high,126.78571428571429,262.0,56.0,248.0,20.418,0.0,115.0,0.0,139,0,0.978,427.0,2.902,4.53,10.554,2.432,
2,rule_based,4,12,large,low,38.611111111111114,90.0,36.0,65.0,0.282,0.0,0.0,9.0,31,0,0.7385,353.0,0.06,0.148,0.056,0.018,
2,fsd,4,12,large,low,40.47222222222222,82.0,36.0,22.0,0.27,0.0,11.0,0.0,13,0,0.7995,394.25,0.04,0.172,0.034,0.024,
2,rule_based,4,12,large,medium,58.48148148148148,136.0,27.0,390.0,13.662,0.0,0.0,65.0,156,0,0.958,381.5,3.044,1.486,5.306,3.826,
2,fsd,4,12,large,medium,101.6046511627907,206.0,43.0,24.0,8.67,0.0,12.0,0.0,14,0,0.961,474.5,1.52,0.906,4.046,2.198,
2,rule_based,4,12,large,high,34.42857142857143,64.0,7.0,1058.0,40.368,0.0,0.0,176.0,529,0,0.976,223.5,3.87,10.03,21.678,4.79,
2,fsd,4,12,large,high,138.41860465116278,287.0,43.0,56.0,25.01,0.0,28.0,0.0,32,0,0.976,474.0,3.26,6.766,12.1,2.884,
2,rule_based,5,6,small,low,29.789473684210527,57.0,38.0,220.0,0.0,0.0,0.0,25.0,93,0,0.4944,203.2,0.0,0.0,0.0,0.0,0.0
2,fsd,5,6,small,low,29.25,69.0,40.0,56.0,0.004,0.0,31.0,0.0,26,0,0.514,245.8,0.0,0.004,0.0,0.0,0.0
2,rule_based,5,6,small,medium,37.26829268292683,119.0,41.0,955.0,4.776,0.0,0.0,118.0,482,0,0.8976,257.8,1.284,0.854,0.628,0.668,1.342
2,fsd,5,6,small,medium,57.589285714285715,140.0,56.0,355.0,2.244,0.0,149.0,3.0,206,0,0.9524,405.2,0.33,0.41,0.426,0.234,0.844
2,rule_based,5,6,small,high,42.31506849315068,178.0,73.0,684.0,8.362,0.0,0.0,93.0,347,0,0.9652,345.8,2.38,1.15,3.008,1.482,0.342
2,fsd,5,6,small,high,77.33766233766234,180.0,77.0,225.0,10.172,0.0,92.0,0.0,137,0,0.9756,442.8,1.826,1.95,2.584,3.218,0.594
2,rule_based,5,6,large,low,48.22222222222222,100.0,36.0,301.0,0.11,6.0,0.0,33.0,131,6,0.7924,332.0,0.02,0.05,0.006,0.034,0.0
2,fsd,5,6,large,low,44.421052631578945,91.0,38.0,85.0,0.054,0.0,41.0,0.0,44,0,0.7692,367.6,0.004,0.046,0.004,0.0,0.0
2,rule_based,5,6,large,medium,81.72222222222223,337.0,36.0,493.0,9.824,0.0,0.0,70.0,285,0,0.9544,378.6,2.456,0.336,2.886,2.768,1.378
2,fsd,5,6,large,medium,87.84444444444445,229.0,45.0,93.0,5.934,0.0,43.0,0.0,56,0,0.9544,458.6,1.304,0.31,1.57,2.06,0.69
2,rule_based,5,6,large,high,59.96296296296296,288.0,54.0,493.0,21.04,1.0,0.0,67.0,240,1,0.9752,389.0,2.034,5.698,3.718,7.85,1.74
2,fsd,5,6,large,high,138.08333333333334,331.0,36.0,477.0,27.166,0.0,240.0,0.0,240,0,0.9752,392.2,3.688,6.388,4.57,9.818,2.702
2,rule_based,5,12,small,low,25.641025641025642,48.0,39.0,35.0,0.0,0.0,0.0,5.0,19,0,0.4288,207.4,0.0,0.0,0.0,0.0,0.0
2,fsd,5,12,small,low,27.666666666666668,53.0,39.0,32.0,0.0,0.0,14.0,0.0,19,0,0.464,225.6,0.0,0.0,0.0,0.0,0.0
2,rule_based,5,12,small,medium,38.528301886792455,103.0,53.0,389.0,1.154,0.0,0.0,45.0,183,0,0.8324,338.4,0.212,0.102,0.23,0.248,0.362
2,fsd,5,12,small,medium,43.82142857142857,112.0,56.0,150.0,0.888,0.0,66.0,0.0,91,0,0.8856,412.8,0.058,0.154,0.144,0.19,0.342
2,rule_based,5,12,small,high,51.0,344.0,74.0,540.0,9.302,0.0,0.0,66.0,272,0,0.9692,376.6,1.914,0.078,6.134,0.396,0.78
2,fsd,5,12,small,high,78.16666666666667,206.0,72.0,296.0,11.086,0.0,127.0,1.0,181,0,0.972,426.8,1.792,0.264,7.64,0.4,0.99
2,rule_based,5,12,large,low,33.45945945945946,79.0,37.0,37.0,0.014,0.0,0.0,6.0,20,0,0.566,275.6,0.0,0.0,0.0,0.014,0.0
2,fsd,5,12,large,low,39.351351351351354,82.0,37.0,30.0,0.026,0.0,15.0,0.0,17,0,0.6608,324.4,0.008,0.002,0.016,0.0,0.0
2,rule_based,5,12,large,medium,49.642857142857146,110.0,14.0,1315.0,16.028,0.0,0.0,88.0,706,0,0.9364,205.2,2.988,1.944,3.452,5.668,1.976
2,fsd,5,12,large,medium,91.59574468085107,245.0,47.0,76.0,5.982,0.0,37.0,0.0,42,0,0.948,458.8,1.282,0.542,1.43,2.116,0.612
2,rule_based,5,12,large,high,48.23076923076923,178.0,65.0,249.0,15.208,0.0,0.0,35.0,125,0,0.9684,434.4,0.876,1.87,7.422,4.348,0.692
2,fsd,5,12,large,high,128.76923076923077,294.0,52.0,68.0,20.478,0.0,31.0,0.0,39,0,0.9708,471.8,2.94,1.972,11.446,2.43,1.69
3,rule_based,3,6,small,low,38.74285714285714,168.0,35.0,235.0,0.978,2.0,0.0,28.0,116,2,0.8553333333333333,342.6666666666667,0.632,0.126,0.22,,
3,fsd,3,6,small,low,32.26315789473684,67.0,38.0,68.0,0.16,0.0,33.0,0.0,42,0,0.8393333333333334,397.0,0.086,0.05,0.024,,
3,rule_based,3,6,small,medium,110.65789473684211,402.0,38.0,271.0,12.97,0.0,0.0,42.0,137,0,0.984,401.6666666666667,3.612,4.322,5.036,,
3,fsd,3,6,small,medium,108.14634146341463,229.0,41.0,75.0,9.932,0.0,34.0,0.0,46,0,0.984,467.0,2.36,2.726,4.846,,
3,rule_based,3,6,small,high,35.12765957446808,152.0,47.0,533.0,23.552,0.0,0.0,84.0,271,0,0.99,317.3333333333333,2.746,12.526,8.28,,
3,fsd,3,6,small,high,144.28571428571428,328.0,42.0,155.0,26.42,0.0,72.0,0.0,86,0,0.99,443.3333333333333,3.878,13.126,9.416,,
3,rule_based,3,6,large,low,55.07142857142857,104.0,14.0,317.0,8.374,0.0,0.0,49.0,116,0,0.976,382.3333333333333,2.054,2.256,4.064,,
3,fsd,3,6,large,low,99.62068965517241,203.0,29.0,22.0,5.002,0.0,10.0,0.0,13,0,0.976,480.6666666666667,1.626,1.07,2.306,,
3,rule_based,3,6,large,medium,63.361111111111114,205.0,36.0,86.0,13.154,1.0,0.0,9.0,45,1,0.984,460.0,4.318,3.178,5.658,,
3,fsd,3,6,large,medium,159.96666666666667,324.0,30.0,7.0,15.566,0.0,4.0,0.0,5,0,0.984,489.6666666666667,4.872,4.688,6.006,,
3,rule_based,3,6,large,high,66.10526315789474,299.0,38.0,353.0,31.024,0.0,0.0,51.0,176,0,0.99,377.3333333333333,4.364,15.836,10.824,,
3,fsd,3,6,large,high,204.85294117647058,367.0,34.0,44.0,33.47,0.0,19.0,0.0,24,0,0.99,480.3333333333333,4.7,16.2,12.57,,
3,rule_based,3,12,small,low,39.65384615384615,136.0,26.0,566.0,4.608,0.0,0.0,58.0,283,0,0.9006666666666666,261.6666666666667,1.198,1.188,2.222,,
3,fsd,3,12,small,low,49.51282051282051,102.0,39.0,44.0,1.23,0.0,19.0,0.0,30,0,0.9173333333333333,444.0,0.4,0.148,0.682,,
3,rule_based,3,12,small,medium,61.08695652173913,348.0,46.0,41.0,7.956,0.0,0.0,6.0,24,0,0.984,478.3333333333333,1.986,2.78,3.19,,
3,fsd,3,12,small,medium,116.3,225.0,40.0,26.0,10.616,0.0,13.0,0.0,15,0,0.984,483.3333333333333,3.08,2.814,4.722,,
3,rule_based,3,12,small,high,51.09230769230769,286.0,65.0,74.0,18.042,0.0,0.0,10.0,40,0,0.99,470.3333333333333,2.822,13.308,1.912,,
3,fsd,3,12,small,high,178.2173913043478,291.0,46.0,65.0,28.516,0.0,27.0,0.0,39,0,0.99,473.3333333333333,4.374,20.764,3.378,,
3,rule_based,3,12,large,low,58.083333333333336,119.0,24.0,179.0,6.148,0.0,0.0,29.0,90,0,0.976,428.3333333333333,2.374,2.002,1.772,,
3,fsd,3,12,large,low,99.82758620689656,191.0,29.0,7.0,5.062,0.0,2.0,0.0,6,0,0.976,485.6666666666667,1.808,1.136,2.118,,
3,rule_based,3,12,large,medium,70.22222222222223,233.0,36.0,13.0,13.664,0.0,0.0,2.0,7,0,0.984,487.6666666666667,5.052,2.604,6.008,,
3,fsd,3,12,large,medium,182.96296296296296,281.0,27.0,9.0,17.616,0.0,5.0,0.0,5,0,0.984,489.0,5.578,5.29,6.748,,
3,rule_based,3,12,large,high,46.57575757575758,124.0,33.0,278.0,27.244,0.0,0.0,41.0,114,0,0.99,402.3333333333333,3.566,19.704,3.974,,
3,fsd,3,12,large,high,206.3939393939394,371.0,33.0,22.0,33.702,0.0,11.0,0.0,13,0,0.99,487.6666666666667,4.658,24.558,4.486,,
3,rule_based,4,6,small,low,29.65,97.0,40.0,209.0,0.002,2.0,0.0,23.0,90,2,0.6125,249.0,0.0,0.0,0.002,0.0,
3,fsd,4,6,small,low,32.05,88.0,40.0,95.0,0.066,0.0,43.0,0.0,49,0,0.6815,317.0,0.038,0.0,0.028,0.0,
3,rule_based,4,6,small,medium,44.94117647058823,136.0,34.0,841.0,8.7,15.0,0.0,27.0,501,15,0.967,249.25,3.596,1.012,2.188,1.904,
3,fsd,4,6,small,medium,74.80392156862744,160.0,51.0,137.0,5.038,0.0,63.0,0.0,78,0,0.976,453.75,1.312,0.468,2.608,0.65,
3,rule_based,4,6,small,high,60.016129032258064,325.0,62.0,470.0,21.182,0.0,0.0,63.0,252,0,0.985,375.0,2.73,4.534,13.114,0.804,
3,fsd,4,6,small,high,110.36842105263158,245.0,57.0,190.0,18.632,0.0,91.0,0.0,108,0,0.985,445.0,2.61,6.194,9.504,0.324,
3,rule_based,4,6,large,low,71.17647058823529,250.0,34.0,225.0,2.114,0.0,0.0,23.0,127,0,0.9535,420.5,0.454,0.6,0.684,0.376,
3,fsd,4,6,large,low,65.05405405405405,149.0,37.0,75.0,1.326,0.0,34.0,0.0,45,0,0.958,460.25,0.452,0.264,0.422,0.188,
3,rule_based,4,6,large,medium,56.36,155.0,25.0,419.0,15.122,0.0,0.0,69.0,261,0,0.976,383.25,4.902,2.104,4.26,3.856,
3,fsd,4,6,large,medium,128.3684210526316,257.0,38.0,41.0,11.14,0.0,20.0,0.0,24,0,0.976,477.75,4.006,1.408,2.718,3.008,
3,rule_based,4,6,large,high,55.3469387755102,199.0,49.0,454.0,23.504,1.0,0.0,62.0,252,1,0.985,379.0,3.758,7.972,9.472,2.302,
3,fsd,4,6,large,high,180.52173913043478,333.0,46.0,83.0,28.008,0.0,39.0,0.0,47,0,0.985,471.75,4.028,8.768,12.884,2.328,
3,rule_based,4,12,small,low,30.121951219512194,74.0,41.0,45.0,0.006,0.0,0.0,6.0,21,0,0.62,298.75,0.0,0.0,0.0,0.006,
3,fsd,4,12,small,low,37.38235294117647,72.0,34.0,172.0,0.364,0.0,84.0,0.0,111,0,0.791,352.5,0.126,0.042,0.02,0.176,
3,rule_based,4,12,small,medium,50.01754385964912,159.0,57.0,23.0,2.49,0.0,0.0,2.0,13,0,0.975,481.75,0.754,0.592,0.338,0.806,
3,fsd,4,12,small,medium,56.17857142857143,110.0,56.0,19.0,2.912,0.0,6.0,0.0,13,0,0.975,482.75,0.814,0.532,0.952,0.614,
3,rule_based,4,12,small,high,62.970588235294116,274.0,34.0,1245.0,31.712,23.0,0.0,26.0,779,23,0.985,150.75,4.328,8.654,16.968,1.762,
3,fsd,4,12,small,high,131.13114754098362,216.0,61.0,86.0,20.228,0.0,39.0,0.0,55,0,0.985,471.0,2.412,6.614,10.052,1.15,
3,rule_based,4,12,large,low,57.14705882352941,117.0,34.0,72.0,1.208,0.0,0.0,11.0,37,0,0.9415,452.75,0.44,0.222,0.242,0.304,
3,fsd,4,12,large,low,69.88888888888889,143.0,36.0,36.0,1.766,0.0,18.0,0.0,23,0,0.9425,462.25,0.338,0.24,0.344,0.844,
3,rule_based,4,12,large,medium,71.5,377.0,44.0,0.0,8.572,0.0,0.0,0.0,0,0,0.976,488.0,2.208,1.304,2.14,2.92,
3,fsd,4,12,large,medium,142.52631578947367,251.0,38.0,3.0,12.056,0.0,0.0,0.0,3,0,0.976,487.25,3.824,2.014,2.422,3.796,
3,rule_based,4,12,large,high,53.205882352941174,115.0,34.0,712.0,26.088,7.0,0.0,52.0,391,7,0.985,314.5,4.01,7.572,10.596,3.91,
3,fsd,4,12,large,high,175.79591836734693,325.0,49.0,43.0,26.928,0.0,20.0,0.0,25,0,0.985,481.75,3.656,8.498,12.084,2.69,
3,rule_based,5,6,small,low,28.153846153846153,67.0,39.0,203.0,0.0,1.0,0.0,24.0,63,1,0.4632,191.0,0.0,0.0,0.0,0.0,0.0
3,fsd,5,6,small,low,27.414634146341463,71.0,41.0,52.0,0.0,0.0,29.0,0.0,26,0,0.4824,230.8,0.0,0.0,0.0,0.0,0.0
3,rule_based,5,6,small,medium,45.76470588235294,116.0,51.0,517.0,1.798,0.0,0.0,59.0,271,0,0.9356,364.4,1.012,0.312,0.17,0.178,0.126
3,fsd,5,6,small,medium,65.5,143.0,54.0,234.0,3.118,0.0,92.0,4.0,134,0,0.9432,424.8,0.812,0.348,0.462,1.126,0.37
3,rule_based,5,6,small,high,55.377049180327866,225.0,61.0,756.0,16.576,0.0,0.0,112.0,385,0,0.98,337.8,2.536,3.138,3.244,6.768,0.89
3,fsd,5,6,small,high,103.51515151515152,238.0,66.0,288.0,15.374,0.0,127.0,1.0,165,0,0.98,432.4,2.042,4.934,2.616,5.432,0.35
3,rule_based,5,6,large,low,71.16666666666667,198.0,36.0,371.0,1.018,0.0,0.0,51.0,193,0,0.922,385.8,0.276,0.478,0.06,0.156,0.048
3,fsd,5,6,large,low,64.4054054054054,140.0,37.0,153.0,0.614,0.0,60.0,2.0,92,0,0.8992,419.0,0.22,0.116,0.046,0.086,0.146
3,rule_based,5,6,large,medium,59.45454545454545,148.0,33.0,442.0,10.7,0.0,0.0,68.0,272,0,0.968,395.6,3.028,1.708,1.764,1.892,2.308
3,fsd,5,6,large,medium,85.95652173913044,210.0,46.0,70.0,5.668,0.0,33.0,0.0,44,0,0.968,470.0,2.124,0.682,0.97,0.578,1.314
3,rule_based,5,6,large,high,44.38461538461539,89.0,13.0,1209.0,35.394,19.0,0.0,83.0,549,19,0.98,248.2,5.424,12.37,5.066,9.384,3.15
3,fsd,5,6,large,high,162.14285714285714,333.0,49.0,161.0,24.65,0.0,73.0,0.0,95,0,0.98,457.8,3.35,8.002,4.186,7.128,1.984
3,rule_based,5,12,small,low,27.6,75.0,40.0,88.0,0.0,2.0,0.0,12.0,30,2,0.4528,208.8,0.0,0.0,0.0,0.0,0.0
3,fsd,5,12,small,low,33.35,92.0,40.0,93.0,0.004,0.0,46.0,0.0,50,0,0.5636,263.2,0.0,0.0,0.0,0.004,0.0
3,rule_based,5,12,small,medium,42.827586206896555,101.0,58.0,134.0,0.754,0.0,0.0,14.0,73,0,0.902,423.2,0.31,0.054,0.208,0.15,0.032
3,fsd,5,12,small,medium,56.29824561403509,114.0,57.0,132.0,1.924,0.0,59.0,0.0,82,0,0.9564,451.8,0.478,0.234,0.53,0.534,0.148
3,rule_based,5,12,small,high,76.8529411764706,269.0,68.0,532.0,18.282,2.0,0.0,61.0,258,2,0.98,383.6,2.782,1.21,12.322,1.672,0.296
3,fsd,5,12,small,high,114.63492063492063,224.0,63.0,224.0,16.874,0.0,99.0,1.0,139,0,0.98,445.2,2.054,1.59,11.308,1.494,0.428
3,rule_based,5,12,large,low,51.56410256410256,104.0,39.0,113.0,0.116,0.0,0.0,16.0,54,0,0.8148,384.8,0.048,0.004,0.012,0.03,0.022
3,fsd,5,12,large,low,46.10526315789474,84.0,38.0,17.0,0.048,0.0,8.0,0.0,10,0,0.738,365.6,0.0,0.022,0.0,0.024,0.002
3,rule_based,5,12,large,medium,65.07142857142857,176.0,42.0,211.0,6.138,0.0,0.0,33.0,106,0,0.968,441.8,1.908,0.342,1.324,0.54,2.024
3,fsd,5,12,large,medium,103.08888888888889,179.0,45.0,15.0,7.222,0.0,8.0,0.0,8,0,0.968,481.0,2.32,0.592,1.572,0.892,1.846
3,rule_based,5,12,large,high,75.03846153846153,279.0,52.0,623.0,25.684,0.0,0.0,84.0,318,0,0.98,365.4,3.912,1.676,15.662,2.012,2.422
3,fsd,5,12,large,high,163.15686274509804,283.0,51.0,167.0,24.632,0.0,74.0,1.0,95,0,0.98,456.6,3.414,1.544,16.914,0.958,1.802
4,rule_based,3,6,small,low,33.5,75.0,40.0,136.0,0.294,1.0,0.0,20.0,68,1,0.822,365.6666666666667,0.098,0.03,0.166,,
4,fsd,3,6,small,low,32.58974358974359,60.0,39.0,44.0,0.172,0.0,24.0,0.0,26,0,0.836,403.3333333333333,0.054,0.028,0.09,,
4,rule_based,3,6,small,medium,68.82978723404256,428.0,47.0,48.0,6.67,0.0,0.0,6.0,26,0,0.984,476.0,1.74,1.62,3.31,,
4,fsd,3,6,small,medium,98.93181818181819,198.0,44.0,20.0,8.642,0.0,10.0,0.0,12,0,0.984,485.3333333333333,3.374,2.604,2.664,,
4,rule_based,3,6,small,high,46.74603174603175,298.0,63.0,109.0,16.74,0.0,0.0,15.0,57,0,0.99,458.6666666666667,2.378,11.478,2.884,,
4,fsd,3,6,small,high,134.82692307692307,273.0,52.0,39.0,23.352,0.0,16.0,0.0,24,0,0.99,482.0,3.292,15.186,4.874,,
4,rule_based,3,6,large,low,46.833333333333336,141.0,36.0,87.0,1.074,0.0,0.0,14.0,46,0,0.958,450.0,0.33,0.542,0.202,,
4,fsd,3,6,large,low,68.02941176470588,168.0,34.0,47.0,2.546,0.0,23.0,0.0,28,0,0.976,472.3333333333333,0.668,1.28,0.598,,
4,rule_based,3,6,large,medium,92.45833333333333,343.0,24.0,255.0,17.398,0.0,0.0,39.0,130,0,0.984,407.0,4.424,7.782,5.192,,
4,fsd,3,6,large,medium,150.82142857142858,289.0,28.0,21.0,15.63,0.0,12.0,0.0,12,0,0.984,485.0,4.842,6.062,4.726,,
4,rule_based,3,6,large,high,40.026315789473685,111.0,38.0,659.0,29.532,0.0,0.0,107.0,331,0,0.99,275.3333333333333,3.144,17.866,8.522,,
4,fsd,3,6,large,high,172.44736842105263,344.0,38.0,16.0,30.086,0.0,8.0,0.0,9,0,0.99,489.6666666666667,4.092,19.266,6.728,,
4,rule_based,3,12,small,low,45.22222222222222,148.0,36.0,135.0,1.026,0.0,0.0,14.0,67,0,0.8953333333333333,402.6666666666667,0.336,0.33,0.36,,
4,fsd,3,12,small,low,41.18421052631579,76.0,38.0,35.0,0.576,0.0,14.0,0.0,22,0,0.9206666666666666,448.6666666666667,0.218,0.17,0.188,,
4,rule_based,3,12,small,medium,64.68085106382979,377.0,47.0,12.0,7.128,0.0,0.0,1.0,7,0,0.984,488.0,1.79,1.772,3.566,,
4,fsd,3,12,small,medium,123.51282051282051,245.0,39.0,12.0,11.546,0.0,4.0,0.0,9,0,0.984,488.0,4.326,3.352,3.868,,
4,rule_based,3,12,small,high,56.39622641509434,309.0,53.0,231.0,22.148,0.0,0.0,31.0,127,0,0.99,418.0,4.032,15.192,2.924,,
4,fsd,3,12,small,high,155.0,294.0,49.0,31.0,25.76,0.0,12.0,0.0,19,0,0.99,484.6666666666667,4.238,18.95,2.572,,
4,rule_based,3,12,large,low,49.407407407407405,99.0,27.0,168.0,4.594,0.0,0.0,27.0,81,0,0.966,427.0,1.566,1.296,1.732,,
4,fsd,3,12,large,low,91.8125,193.0,32.0,14.0,4.356,0.0,7.0,0.0,9,0,0.976,483.3333333333333,1.294,1.898,1.164,,
4,rule_based,3,12,large,medium,77.1923076923077,288.0,26.0,206.0,16.206,0.0,0.0,31.0,105,0,0.984,423.3333333333333,7.008,4.722,4.476,,
4,fsd,3,12,large,medium,163.89285714285714,307.0,28.0,8.0,16.17,0.0,4.0,0.0,5,0,0.984,489.3333333333333,5.582,5.936,4.652,,
4,rule_based,3,12,large,high,44.09090909090909,93.0,11.0,460.0,38.74,0.0,0.0,74.0,165,0,0.99,341.6666666666667,6.48,29.202,3.058,,
4,fsd,3,12,large,high,180.55555555555554,341.0,36.0,22.0,31.0,0.0,12.0,0.0,12,0,0.99,487.6666666666667,4.032,24.22,2.748,,
4,rule_based,4,6,small,low,28.875,71.0,40.0,127.0,0.014,1.0,0.0,17.0,48,1,0.594,265.25,0.0,0.0,0.008,0.006,
4,fsd,4,6,small,low,29.625,55.0,40.0,53.0,0.036,0.0,25.0,0.0,31,0,0.617,295.25,0.0,0.0,0.022,0.014,
4,rule_based,4,6,small,medium,84.67441860465117,353.0,43.0,298.0,9.934,0.0,0.0,46.0,158,0,0.965,408.0,2.346,2.348,3.73,1.51,
4,fsd,4,6,small,medium,53.2,103.0,55.0,76.0,2.564,0.0,32.0,0.0,50,0,0.958,460.0,1.134,0.422,0.748,0.26,
4,rule_based,4,6,small,high,42.72222222222222,149.0,54.0,460.0,16.356,1.0,0.0,59.0,241,1,0.9845,377.25,2.872,5.986,6.844,0.654,
4,fsd,4,6,small,high,116.73913043478261,353.0,46.0,309.0,22.012,0.0,140.0,2.0,161,0,0.9845,415.0,3.094,6.832,11.518,0.568,
4,rule_based,4,6,large,low,42.63157894736842,104.0,19.0,419.0,4.786,1.0,0.0,68.0,206,1,0.8845,337.5,1.588,1.966,0.52,0.712,
4,fsd,4,6,large,low,41.945945945945944,85.0,37.0,59.0,0.11,0.0,30.0,0.0,33,0,0.843,406.75,0.016,0.036,0.036,0.022,
4,rule_based,4,6,large,medium,75.86842105263158,218.0,38.0,174.0,10.222,0.0,0.0,24.0,93,0,0.976,444.5,3.472,2.984,2.442,1.324,
4,fsd,4,6,large,medium,128.32432432432432,225.0,37.0,44.0,11.288,0.0,19.0,0.0,27,0,0.976,477.0,3.716,2.896,2.972,1.704,
4,rule_based,4,6,large,high,63.67857142857143,239.0,56.0,366.0,21.052,0.0,0.0,50.0,199,0,0.985,401.0,2.636,8.264,8.31,1.842,
4,fsd,4,6,large,high,173.4090909090909,339.0,44.0,111.0,27.66,0.0,55.0,0.0,64,0,0.985,464.75,3.312,11.356,11.168,1.824,
4,rule_based,4,12,small,low,28.36842105263158,65.0,38.0,94.0,0.046,0.0,0.0,9.0,48,0,0.6095,281.25,0.0,0.024,0.012,0.01,
4,fsd,4,12,small,low,32.205128205128204,65.0,39.0,39.0,0.02,0.0,20.0,0.0,23,0,0.653,316.75,0.0,0.006,0.012,0.002,
4,rule_based,4,12,small,medium,57.03846153846154,228.0,52.0,153.0,3.684,2.0,0.0,20.0,73,2,0.976,446.75,1.26,0.638,1.122,0.664,
4,fsd,4,12,small,medium,57.0377358490566,107.0,53.0,22.0,3.15,0.0,11.0,0.0,13,0,0.976,482.5,0.99,0.812,0.676,0.672,
4,rule_based,4,12,small,high,48.44776119402985,150.0,67.0,278.0,14.912,0.0,0.0,37.0,149,0,0.985,423.0,2.126,4.308,6.924,1.554,
4,fsd,4,12,small,high,109.16923076923077,210.0,65.0,35.0,16.772,0.0,14.0,0.0,23,0,0.985,483.75,2.194,5.79,7.91,0.878,
